Energy Loss	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
0.7718	1716.0668	1118.0979	1935.3847	2557.6651	1117.7303	1692.3387	1887.2817	1817.4845	1392.9702	2175.7579
0.7806	1765.6716	558.9702	1068.8794	1686.0426	1255.3585	1249.7707	1888.9693	1454.6096	1581.6886	1588.1306
0.7894	1452.5899	760.5985	1660.1429	952.5162	1043.7572	1249.177	1528.2061	720.1817	1440.3205	2376.7733
0.7982	1155.4866	590.9641	1621.5309	903.6749	1358.5526	943.9238	1140.0826	1415.607	1380.8266	1255.5267
0.807	1006.7115	846.2783	794.3491	886.7147	390.8222	1000.5211	1660.9741	562.1945	1411.6847	631.0307
0.8158	1908.9658	1075.87	368.7614	1391.0498	785.6156	946.5264	1979.1291	925.182	1531.4977	1295.2463
0.8246	981.0958	796.8328	1010.5262	1150.9167	1642.042	954.7092	1241.5973	720.8071	1541.6876	2027.7754
0.8334	1196.3271	1316.6124	995.377	1545.137	2127.9036	259.8019	2111.3386	709.9938	2220.1513	2075.6501
0.8422	1066.9947	996.5399	1477.7162	1309.2508	533.993	1058.642	1584.2971	956.5772	2194.6446	1235.7373
0.851	500.8386	1436.4396	1165.104	1472.1772	442.8184	1275.7402	1651.0944	679.0935	1530.7229	1144.3177
0.8598	962.5123	550.4433	1207.0214	1099.9574	985.1404	1662.3193	1116.967	636.0169	1766.4671	1542.0896
0.8686	1181.2995	751.188	861.5024	2367.3002	1630.1098	551.3145	894.5366	131.8607	1138.7603	496.5996
0.8774	902.386	806.0417	569.4965	3204.3092	499.5616	668.926	1210.5015	134.8391	681.2807	832.0528
0.8862	969.4851	1279.8079	724.8081	1296.6356	82.4756	378.176	1211.6717	669.7014	530.5833	210.4736
0.895	555.3639	1082.8468	2033.9311	690.7037	405.6786	826.0253	968.9778	1435.6104	801.9373	1120.5601
0.9038	1379.0679	1130.3495	1358.4256	2243.8102	899.5573	832.5303	722.8279	1843.1529	1365.6753	1332.6395
0.9126	2569.3762	1966.7725	1678.9084	1709.1235	1081.2944	1162.8381	987.2574	957.2929	2709.8629	710.3764
0.9214	2829.3723	3213.7844	2506.9567	2335.5518	1129.29	2354.3377	1935.3563	1910.0962	3851.3861	1385.8185
0.9302	3249.6677	2989.0941	2651.223	2255.2704	1920.9062	1335.1415	2368.8843	2022.9928	3364.4905	2045.6643
0.939	2503.206	2407.2496	2564.6081	2238.7096	1315.9129	1340.1728	2579.1099	1093.7771	1438.012	1354.3075
0.9478	2346.625	2838.13	1767.4763	1237.9035	496.2162	941.229	2298.7751	1873.6853	1026.2509	542.099
0.9566	2290.2245	2672.9618	1972.9613	749.0734	445.3844	1025.0591	1933.5235	1647.8505	839.7112	306.0783
0.9654	1855.9695	965.4427	1486.0955	1196.9427	1071.7179	796.8266	1641.6969	1302.4533	72.2793	508.6531
0.9742	950.4448	1884.6566	1085.1971	1639.8284	946.9737	1036.9328	445.9526	653.0926	991.3515	767.1582
0.983	516.4924	1559.3253	1055.8078	1178.9542	79.267	279.8607	421.6375	456.706	524.3286	812.8583
